canonical_stem,image,split,contributor,session,annotation_status,qa_status,negative,objects,sha256,mouse,keyboard,laptop,cup,headphones
P05_S03_HDP_0048,P05_S03_HDP_0048.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,123ae095868bd62b0744c07674c1e723c9999404d1d7eeec0ae2d3b06fbca12d,0,0,0,0,1
P05_S03_HDP_0049,P05_S03_HDP_0049.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,883cebcaf5e746238623de3a74f9d81620016d0e70dc98e6318a2d1ebc857617,0,0,0,0,1
P05_S03_HDP_0050,P05_S03_HDP_0050.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,87272b7f112d6dd585f2f1d36e5d67e2fa0901d3260b3beedaf5035225a2a3fc,0,0,0,0,1
P05_S03_KEY_0011,P05_S03_KEY_0011.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,cf8a96ff953cd00511e3afa29a36ec847d0143d678281ff90488192b2c300977,0,1,0,0,0
P05_S03_KEY_0012,P05_S03_KEY_0012.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,dbdd8ed68316e313fd3770249f2ea03cf624a9228d68121482109b22eafc4c4b,0,1,0,0,0
P05_S03_KEY_0013,P05_S03_KEY_0013.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,be6c2018bb34f7c9d2b7d390f3dcce2bb97dfb5b4b1ebda26c330fcb170ecb0b,0,1,0,0,0
P05_S03_KEY_0014,P05_S03_KEY_0014.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9b214ed5faa9381b3da9a6094f525c0b98361d96afaf117f687d2f9355f982ef,0,1,0,0,0
P05_S03_KEY_0015,P05_S03_KEY_0015.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b307ebc9077797744315c386bc84ad4ba4477e87d86d1549b85e450973cd6412,0,1,0,0,0
P05_S03_KEY_0016,P05_S03_KEY_0016.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,ba2508bef1fea500ae17ba7a683fd9afeb5723fdf358df9d13c604bebcc93d0e,0,1,0,0,0
P05_S03_KEY_0017,P05_S03_KEY_0017.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b23336686b419ba851cad2fd6957d5e9fba3fcfb3a560d9409754fa879afe7c1,0,1,0,0,0
P05_S03_KEY_0018,P05_S03_KEY_0018.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,197b14d0f5ec517f7d1a6053f3eab05820e8a0fbb9c13eaf4b60f0e017609feb,0,1,0,0,0
P05_S03_KEY_0019,P05_S03_KEY_0019.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,6c3f2dadcb460d4c4074d45937651f437f23255de1e3961d19706674f87f79a4,0,1,0,0,0
P05_S03_KEY_0020,P05_S03_KEY_0020.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4647c6237033eee98180832f1f67b6bbb91ae87737b93aa098a2333e40c9b977,0,1,0,0,0
P05_S03_LAP_0021,P05_S03_LAP_0021.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,957cd4943bf171aa68883a0dd2bd576f8b88e3a7daeecfee572a75b8d7d84cca,0,0,1,0,0
P05_S03_LAP_0022,P05_S03_LAP_0022.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,cd43e1f410aa4228d020d2575ffe10aaa41f1f678625fd6d3d91d466bb1a8df4,0,0,1,0,0
P05_S03_LAP_0023,P05_S03_LAP_0023.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,5796c7cfeb961d49cbee3c4d4e70715e2ba7d273c7aaa8f1f426ce03b0d2b620,0,0,1,0,0
P05_S03_LAP_0024,P05_S03_LAP_0024.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1d798c58c11ad9a826f6be4133388a4df7c68b3bf369185d6b74ed041fe78de1,0,0,1,0,0
P05_S03_LAP_0025,P05_S03_LAP_0025.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,07d5a36b439e8c8610e8848d64234534a5c06c6c2ec084697d338af914c1cc91,0,0,1,0,0
P05_S03_LAP_0026,P05_S03_LAP_0026.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,282116e8ef9c95a38267f6003c340fe095b878e133cf7215cbe3630f16a607cf,0,0,1,0,0
P05_S03_LAP_0027,P05_S03_LAP_0027.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,23ea0aebbabde20d42c778ee3b5b4f5861900604c4cd2da1a775b3720f5bf16c,0,0,1,0,0
P05_S03_LAP_0028,P05_S03_LAP_0028.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,3260c3e97e6e7333cf35d36b5275d5dc1f9d5208c2627f5805cde309d6af39f9,0,0,1,0,0
P05_S03_LAP_0029,P05_S03_LAP_0029.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4dc8a51a16a5389e6a9f669750ae8edd29265e025d5f6295569f14f8a2c17b77,0,0,1,0,0
P05_S03_LAP_0030,P05_S03_LAP_0030.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,16ab4f43373a1a8c7a0d67fcf0483ef0048095526502c913cad2b8bd5734abd9,0,0,1,0,0
P05_S03_MIX_0051,P05_S03_MIX_0051.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,f41bf0c16330e14816c9a1854d3e7b215bf1b5743fec0f6c37e6e3e1bfb25774,1,1,0,0,0
P05_S03_MIX_0052,P05_S03_MIX_0052.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,22ea8bb6af4f15bd395324f92619255e500fb082d85bb62fdee4b0cb5f9cbf36,1,1,0,0,0
P05_S03_MIX_0053,P05_S03_MIX_0053.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,920122849e023a09f83835b6ce6d2a66346f300ef4aee022ec6cfbf1b0a1d5c6,1,1,0,0,0
P05_S03_MIX_0054,P05_S03_MIX_0054.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,c41aadd0c27ad633b8a1e857a5961a057c9dc36bb335a1399231de0368fad73f,1,0,1,0,0
P05_S03_MIX_0055,P05_S03_MIX_0055.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,1de85f029bedfd102060f3d8668e3da83ccb42348fd29baffa37abf2f2961ddd,1,0,1,0,0
P05_S03_MIX_0056,P05_S03_MIX_0056.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,afa46f8fed2e618bd06bf0e5e63e7933da20c7cef5df0b798ab4b924808a287d,1,0,1,0,0
P05_S03_MIX_0057,P05_S03_MIX_0057.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,20383d78ab61b610bdd3f22d1842cfdf8c8c410f2ae27e297cad264bf28e64b7,1,0,0,1,0
P05_S03_MIX_0058,P05_S03_MIX_0058.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,d3d33b69d915bed40978d2d7d11e48985f318cd44207d0d67fee119e263454e4,1,0,0,1,0
P05_S03_MIX_0059,P05_S03_MIX_0059.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,9b6c2294091c01e2609b2a70c9012be14d0613aae5ca1f06dae2e18c29ba9ad6,1,0,0,1,0
P05_S03_MIX_0060,P05_S03_MIX_0060.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,50dd95b8a64ce01d5ec306fbf1df6b385216e8de8eab3321a8ba7776bedce764,1,0,0,0,1
P05_S03_MIX_0061,P05_S03_MIX_0061.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,c8b5bc30ab444b5145072d93480c4798c7a4ee04ea8bb8a9125732bb2cd8d5e6,1,0,0,0,1
P05_S03_MIX_0062,P05_S03_MIX_0062.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,2f7736f7e6a4fff7d258e186056a057b6e57ba54aa81f793f53a4428423aba55,1,0,0,0,1
P05_S03_MIX_0063,P05_S03_MIX_0063.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,fadbf8c5613ab157da4ca2a5ebecc879eebf55181b7323684941b40fc8ee4100,0,1,1,0,0
P05_S03_MIX_0064,P05_S03_MIX_0064.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,0a87b739b406ebac992276259c0d59e918090e5e2ae3f15397ed725caecccb27,0,1,1,0,0
P05_S03_MIX_0065,P05_S03_MIX_0065.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,2ec11b9311a9b07633fdbaa54e340e3aa6e798ac3391b56a49e403da7b7066a1,0,1,1,0,0
P05_S03_MIX_0066,P05_S03_MIX_0066.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,9995a976eda780790d14bfdc0a16524fe87f32558c73663c6ee6be33ada2fffa,0,1,0,1,0
P05_S03_MIX_0067,P05_S03_MIX_0067.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ed5c1a1821be9a45594387947866c32001efadeaa2ee227603d63cc06e42215e,0,1,0,1,0
P05_S03_MIX_0068,P05_S03_MIX_0068.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,a4859e8aadf9a80a894f610de284c32490ac132395e308f5a7ad3b713299a48c,0,1,0,1,0
P05_S03_MIX_0069,P05_S03_MIX_0069.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,9e5be6fb070a1cfa72e9d4882bc8761687eb53b261fe326844e87b4641656201,0,1,0,0,1
P05_S03_MIX_0070,P05_S03_MIX_0070.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,61a6051d3e6d803d35e98b7c2992d0852ed5ecea8051ddd5bb096f1a03e8e5bd,0,1,0,0,1
P05_S03_MIX_0071,P05_S03_MIX_0071.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,140bd0ad88bd90b2b34052521f0c6810811dee53236e4c4500ae56cc0b06e547,0,1,0,0,1
P05_S03_MIX_0072,P05_S03_MIX_0072.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,57063e648b436e65c3ff83be3e5ad40050741d55462a5561b9115215837ef7d4,0,0,1,1,0
P05_S03_MIX_0073,P05_S03_MIX_0073.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,4c6442529996efe218b1f45df8f36c5fc28fd7d711cb17d6c73e61e6e997c814,0,0,1,1,0
P05_S03_MIX_0074,P05_S03_MIX_0074.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ed14866e49cb5853bcfcf0083d15679d2c637bc03970c7a0c37f8bb7cea8ea34,0,0,1,1,0
P05_S03_MIX_0075,P05_S03_MIX_0075.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ff6e50c1405e06589209528a0fd5b848fb3985da1acac59b4f05ba6f26d76426,0,0,1,0,1
P05_S03_MIX_0076,P05_S03_MIX_0076.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,2028f7730eba831f3c396b0601033688ad1b3bd08b6c10a29616291897b448b4,0,0,1,0,1
P05_S03_MIX_0077,P05_S03_MIX_0077.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,3c6e6ce15399c250e0501779b31b7cf1f50dc5ac7b94737da7a5c4bf9f375476,0,0,1,0,1
P05_S03_MIX_0078,P05_S03_MIX_0078.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,ba3aa78ef18bfdeeb4d777e5b76ed9222262e4f41ca9f775628b02203c82be75,0,0,0,1,1
P05_S03_MIX_0079,P05_S03_MIX_0079.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,693ff9cdf9a4d8bab8bef1f97fe984ba524ae868378a475357d6b2dc99a7f83c,0,0,0,1,1
P05_S03_MIX_0080,P05_S03_MIX_0080.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,2,f8af53742c126680ffd8092df3e571587b439beaad57748520414b10e13f1872,0,0,0,1,1
P05_S03_MIX_0081,P05_S03_MIX_0081.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,e732d97fab58b73c164fbd0f6670db7599e5b7d39fdd50abf2ef724389daece1,1,1,1,0,0
P05_S03_MIX_0082,P05_S03_MIX_0082.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,f33d3e0cf9ac88508f4edf4ddf0b33a657de07d3b2315a0abea4ca84e42e851b,1,1,1,0,0
P05_S03_MIX_0083,P05_S03_MIX_0083.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,f739f891857e0450810d882018552ca315caf0512d7b78757c8f30f487dbac02,1,1,0,1,0
P05_S03_MIX_0084,P05_S03_MIX_0084.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,7a3407e7e06729336550926ed9872b1a9a6c3aa822697fccafa247b5e36984b9,1,1,0,1,0
P05_S03_MIX_0085,P05_S03_MIX_0085.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,17b25f7dd3719fbd2b80853b30a1038039e759a43b250104506d2353f7186f6d,1,1,0,0,1
P05_S03_MIX_0086,P05_S03_MIX_0086.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,30f98d2a746425c624956a3dc737a66764da5f3702cf3b36c7707a13ce76e980,1,1,0,0,1
P05_S03_MIX_0087,P05_S03_MIX_0087.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,8675568a5cee7fdd163ca96bf9eb9e0651a0a407fc1d9e2fcd238f43a53ec4b8,1,0,1,1,0
P05_S03_MIX_0088,P05_S03_MIX_0088.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,7001298a37bac10558a12252b8ca50e6c5c52038a2246a903910a28656ed5ae7,1,0,1,1,0
P05_S03_MIX_0089,P05_S03_MIX_0089.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,cd4e02d5adfc4371d20c8b91a6e23be456b2b0c0cd43bcd1224c9dcb66349b29,1,0,1,0,1
P05_S03_MIX_0090,P05_S03_MIX_0090.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,4bc9614c838f9ac8fa0ed219edf5709eb4898cf32b44a5ce2325218116e2fa0a,1,0,1,0,1
P05_S03_MIX_0091,P05_S03_MIX_0091.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,b0fd4a3b949a4c237dd0954de65ea55b96227c3026d3ef592c62704c2c301c1d,1,0,0,1,1
P05_S03_MIX_0092,P05_S03_MIX_0092.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,516489d6379dff61eff5eb90b13f2e4765a82ad861bc15e5fb580531c81d6e3e,1,0,0,1,1
P05_S03_MIX_0093,P05_S03_MIX_0093.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,49cabaca7508bd9841a3bd2168ff3c3911273df4e2ef72b3311532ebef3e2b6f,0,1,1,1,0
P05_S03_MIX_0094,P05_S03_MIX_0094.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,008c8eea742115abfffecf819a7ed3ffc350ee6b64cc81f3efa1c955e3bb33e5,0,1,1,1,0
P05_S03_MIX_0095,P05_S03_MIX_0095.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,572a5e402f82b9fe7441dabcf337848bd8ed4b4f8848e3e0a99c997e1490fe02,0,1,1,0,1
P05_S03_MIX_0096,P05_S03_MIX_0096.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,4b2500307e45361f86bf6004b21681812fb979f85e69fe5fb49eddfd455a67cb,0,1,1,0,1
P05_S03_MIX_0097,P05_S03_MIX_0097.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,f880625878fe35343b9b4939d3140d322e34efc3dad052abec3d8f21ec2ea069,0,1,0,1,1
P05_S03_MIX_0098,P05_S03_MIX_0098.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,d868d6ba35ea9a20df44db6816547777ac8608ddfed2e09d73ab9a264704d6a9,0,1,0,1,1
P05_S03_MIX_0099,P05_S03_MIX_0099.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,d069ee38992cb87cb7827c2230d43889a1f70a143718062435a60eda75d20766,0,0,1,1,1
P05_S03_MIX_0100,P05_S03_MIX_0100.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,3,700177b3941da15fbded18c0f6826f25df7d656047d223321e0883c6696c35ce,0,0,1,1,1
P05_S03_MOU_0001,P05_S03_MOU_0001.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,0b3ff10b62b7e4d7e1d08bd95936535ab196c797706c6f99ba86c7591dffc6d3,1,0,0,0,0
P05_S03_MOU_0002,P05_S03_MOU_0002.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,703d5eccf4f56b50e932e51b93bfd7857ab03d7bf3f2e9578ed9af185b07002c,1,0,0,0,0
P05_S03_MOU_0003,P05_S03_MOU_0003.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,447d2b9ef5447405a8d5bd13636dee3c6acd5d7ec646e160c0a9c8c4f735841d,1,0,0,0,0
P05_S03_MOU_0004,P05_S03_MOU_0004.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,ab10368ef57374162472c0277e118ca7a88bc48dfc048529d0c568763ab312e1,1,0,0,0,0
P05_S03_MOU_0005,P05_S03_MOU_0005.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,4287113e6fe21081e351dde90eea3c5cc3b5fbe296c20d94574d04d4f03344f7,1,0,0,0,0
P05_S03_MOU_0006,P05_S03_MOU_0006.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2b4b678beb174123e7c1d0ac85bf37bd07cfd4dd7b284f6c38980d764f7a792c,1,0,0,0,0
P05_S03_MOU_0007,P05_S03_MOU_0007.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,56a705259201ec2b956b5c58b1a9bdc7fc0fe63d5ca35542ca6a1910db0e9c8b,1,0,0,0,0
P05_S03_MOU_0008,P05_S03_MOU_0008.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,9a5a4b5734c1705882b8f73a0b60d0ac2ab774fb0c3c3e7819747b7d28b5280a,1,0,0,0,0
P05_S03_MOU_0009,P05_S03_MOU_0009.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,01f6a617f28e2c962eb0f002ad9a1939dee43fc77e57964e4ce56aa1ffe1303f,1,0,0,0,0
P05_S03_MOU_0010,P05_S03_MOU_0010.jpg,train,P05,S03,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,0ff18d8adf7731e9a479f91f5393fb6a5aa85cf242eb47689feb0bbfd7ae3f0b,1,0,0,0,0
P05_S04_CUP_0031,P05_S04_CUP_0031.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,988cf8b4e77372c7a64a6e3600fdefd5a36400722e574f4ec363688f586ffb16,0,0,0,1,0
P05_S04_CUP_0032,P05_S04_CUP_0032.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,edb6b2a6df94505c6d0d555f33e2e2ed4c281909266216614c0821f8c9a9e54b,0,0,0,1,0
P05_S04_CUP_0033,P05_S04_CUP_0033.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,8f134cafc9736334709648b4096682b46a11819d1c0651ecfd81cee260dfd0eb,0,0,0,1,0
P05_S04_CUP_0034,P05_S04_CUP_0034.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d555c2bed3a9d563cb6bd8d21e8f3d8f415bda889e4659ec880383b654db3390,0,0,0,1,0
P05_S04_CUP_0035,P05_S04_CUP_0035.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,7bf4111bf6ecb4b4bb9a8f50643ff8df4dab66b170da0a7c246bfbdf53ef3a6f,0,0,0,1,0
P05_S04_CUP_0036,P05_S04_CUP_0036.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,456a4017f4f10fc966f232f649515227eb1ba2d63526c63cc648ba1fc629d664,0,0,0,1,0
P05_S04_CUP_0037,P05_S04_CUP_0037.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,1201be957a850bf8c42fefbb9489018d44126e13f2066b25aa56eb8109944742,0,0,0,1,0
P05_S04_CUP_0038,P05_S04_CUP_0038.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,371084734d9ec90c2bae2bae5f3bcece80c7b86aa64c1e0918def67a5221ac8c,0,0,0,1,0
P05_S04_CUP_0039,P05_S04_CUP_0039.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,993b9a8db4b60e39c4b46036a24646bc239d85b8a18431d1b5d1f8a909b9d445,0,0,0,1,0
P05_S04_CUP_0040,P05_S04_CUP_0040.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,2b361c93c014713ee528f5e636043c2d5f79c6b52d5664e0790b259f9eb3ad74,0,0,0,1,0
P05_S04_HDP_0041,P05_S04_HDP_0041.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,c6735f29d16b410714c3dfae8e302594b5242e535751da012876bfc7605d76e7,0,0,0,0,1
P05_S04_HDP_0042,P05_S04_HDP_0042.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,57b599eb4f9faa99579fca88a81810b6e14732c5459bd053e2aaa75a2309bcb6,0,0,0,0,1
P05_S04_HDP_0043,P05_S04_HDP_0043.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,aae6f6e0c46b3d061285a2b9ec68223e885b05c14e7dd5adaa4acd1e3ff26c6e,0,0,0,0,1
P05_S04_HDP_0044,P05_S04_HDP_0044.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,393a226ebb9aee018335358ef0e0b7a42450a92436627ec69c9558f67c72e800,0,0,0,0,1
P05_S04_HDP_0045,P05_S04_HDP_0045.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,7c626d79245ca4084ae88ba92d6d60ab69288497c9691421c53c09ddb9820b52,0,0,0,0,1
P05_S04_HDP_0046,P05_S04_HDP_0046.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,d1ef6fc018224cdeea7b20536b595e3258c7e4f3c82b0744900b8a1464e2c4e7,0,0,0,0,1
P05_S04_HDP_0047,P05_S04_HDP_0047.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,0bbeae8f58680db43fdafffb5321aa87fe7ee9ec7c5a685f4f8e9d69744ccf2e,0,0,0,0,1
P05_S04_HDP_0048,P05_S04_HDP_0048.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,78e0cf177b4625a56a2f41dbbcdb61437811699f71d67ac3712180e7af84f34a,0,0,0,0,1
P05_S04_HDP_0049,P05_S04_HDP_0049.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,6dfe62de64eb8ca2f618a4797ebeb390fc331bed8bf20dac187aa3b45ee246ee,0,0,0,0,1
P05_S04_HDP_0050,P05_S04_HDP_0050.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,32a5122b6ae4fe938b97f23f1b8180c952ebe5490fdc63a052c3a96a96f7f603,0,0,0,0,1
P05_S04_KEY_0011,P05_S04_KEY_0011.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,5294fa82c2a76bfe50e2ecc5cf9a361bc62b8ce0947a6755ee7aa93193cead22,0,1,0,0,0
P05_S04_KEY_0012,P05_S04_KEY_0012.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,fc0ccd389a366ff1f5aafb94f7c56593df678914b4324a5fcd9ab67a33c37e42,0,1,0,0,0
P05_S04_KEY_0013,P05_S04_KEY_0013.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,73a35c7a4fb20bb872558ab1c2197f4630d47958c150b067bffb7db164a79270,0,1,0,0,0
P05_S04_KEY_0014,P05_S04_KEY_0014.jpg,test,P05,S04,v1_reviewed_label_reused,v1_reviewed_label_reused_and_hash_matched,0,1,b20f47b671b37430cacc265d17e6e63f4288036ba93bab9699a3e90baacc29a2,0,1,0,0,0
